Relacionada com Meio Ambiente ou Clima?,Pos/Neg/Neutro para o ambientalismo,proposicao,sigla_tipo,numero,ano,ementa,id,casa,tema,autor,link
,,PDL 633/2019,PDL,633,2019,"Aprova o texto do Acordo de Cooperação Estratégica entre a República Federativa do Brasil e o Serviço Europeu de Polícia, celebrado em Haia, Países Baixos, em 11 de abril de 2017.",138822,senado,Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/138822
,,PDL 634/2019,PDL,634,2019,"Aprova o texto do Acordo entre o Governo da República Federativa do Brasil e o Conselho Federal Suíço Relativo a Serviços Aéreos Regulares, assinado em Brasília, em 8 de julho de 2013.",138823,senado,Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/138823
,,PDL 651/2019,PDL,651,2019,"Aprova o texto da Convenção sobre Trabalho Marítimo – CTM, 2006, aprovado durante a 94ª Conferência Internacional do Trabalho, assinado em Genebra, em 7 de fevereiro de 2006, conforme as Emendas à Convenção sobre Trabalho Marítimo aprovadas durante a 103ª Conferência Internacional do Trabalho, em Genebra, em 11 de junho de 2014.",139173,senado,Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/139173
,,PDL 652/2019,PDL,652,2019,"Aprova o ato que outorga autorização à Associação de Radiodifusão e Amigos do Caminhoneiro Itabaianense para executar serviço de radiodifusão comunitária no Município de Itabaiana, Estado de Sergipe.",139186,senado,Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/139186
,,PDL 653/2019,PDL,653,2019,"Aprova o ato que outorga autorização à Associação Avalanche - Amigos do Bairro Ana Vieira para executar serviço de radiodifusão comunitária no Município de Sena Madureira, Estado do Acre.",139187,senado,Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/139187
,,PDL 668/2019,PDL,668,2019,"Aprova o ato que renova a permissão outorgada à Rádio Cidade de Caratinga Ltda. para executar serviço de radiodifusão sonora em frequência modulada no Município de Caratinga, Estado de Minas Gerais.",139475,senado,Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/139475
,,PDL 669/2019,PDL,669,2019,"Aprova o ato que outorga autorização à Associação Montesclarense de Comunicação e Assistência para executar serviço de radiodifusão comunitária no Município de Montes Claros, Estado de Minas Gerais.",139476,senado,Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/139476
,,PDL 670/2019,PDL,670,2019,"Aprova o ato que outorga concessão à Fundação Educativa e Cultural José Alves Ferreira de Oliveira para executar serviço de radiodifusão de sons e imagens no Município de Pará de Minas, Estado de Minas Gerais.",139477,senado,Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/139477
,,PDL 671/2019,PDL,671,2019,"Aprova o ato que renova a autorização outorgada à Associação Cultural Comunitária de Lagoa Formosa para executar serviço de radiodifusão comunitária no Município de Lagoa Formosa, Estado de Minas Gerais.",139478,senado,Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/139478
,,PDL 683/2019,PDL,683,2019,"Aprova o ato que renova a autorização outorgada à Associação Beneficente e Comunitária do Movimento Sócio-Cultural e Educativo de Itatim - ABCCI para executar serviço de radiodifusão comunitária no Município de Itatim, Estado da Bahia.",139719,senado,Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/139719
,,PDL 685/2019,PDL,685,2019,"Aprova o ato que outorga autorização à Associação Comunitária Avante Jaguaquara para executar serviço de radiodifusão comunitária no Município de Jaguaquara, Estado da Bahia.",139720,senado,Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/139720
,,PDL 713/2019,PDL,713,2019,"Aprova o ato que renova a permissão outorgada à Fundação Universitária de Rádio e Televisão para executar serviço de radiodifusão sonora em frequência modulada no Município de Araraquara, Estado de São Paulo.",140018,senado,Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/140018
,,PDL 714/2019,PDL,714,2019,"Aprova o ato que outorga permissão à Celebração FM Ltda. para explorar serviço de radiodifusão sonora em frequência modulada no Município de Ouroeste, Estado de São Paulo.",140019,senado,Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/140019
,,PDL 715/2019,PDL,715,2019,"Aprova o ato que outorga autorização à Associação Comunitária e Educativa Elredo Carlos Alberto do Carmo Costa para executar serviço de radiodifusão comunitária no Município de Itaporanga, Estado de São Paulo.",140020,senado,Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/140020
,,PDL 716/2019,PDL,716,2019,"Aprova o ato que outorga autorização à Associação Cultural Zummm FM para executar serviço de radiodifusão comunitária no Município de Santo André, Estado de São Paulo.",140021,senado,Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/140021
,,PDL 717/2019,PDL,717,2019,"Aprova o ato que renova a concessão outorgada à TV Stúdios de Jaú S.A. para explorar serviço de radiodifusão de sons e imagens no Município de Jaú, Estado de São Paulo.",140022,senado,Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/140022
,,PDL 753/2019,PDL,753,2019,"Aprova o ato que outorga autorização ao Movimento Gentileza Gera Gentileza (movimento Ggg) para executar serviço de radiodifusão comunitária no Município de Mirandópolis, Estado de São Paulo.",140206,senado,Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/140206
,,PDL 754/2019,PDL,754,2019,"Aprova o ato que renova a autorização outorgada à Associação Rádio Comunitária Vitória de Radiodifusão-ACVR para executar serviço de radiodifusão comunitária no Município de Contagem, Estado de Minas Gerais.",140208,senado,Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/140208
,,PDL 755/2019,PDL,755,2019,"Aprova o ato que outorga autorização à Associação dos Pequenos Produtores Rurais do Córrego do Tabocal e Região - Apprucot para executar serviço de radiodifusão comunitária no Município de Santo Antônio do Jacinto, Estado de Minas Gerais.",140209,senado,Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/140209
,,PDL 756/2019,PDL,756,2019,"Aprova o ato que outorga permissão à Rádio Onda Sul FM Stereo Ltda. para explorar serviço de radiodifusão sonora em frequência modulada no Município de Conceição da Aparecida, Estado de Minas Gerais.",140210,senado,Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/140210
,,PDL 757/2019,PDL,757,2019,"Aprova o ato que renova a autorização outorgada à Associação Comunitária de São Francisco de Paula - ASCOFRAN para executar serviço de radiodifusão comunitária no Município de São Francisco de Paula, Estado de Minas Gerais.",140216,senado,Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/140216
,,PDL 762/2019,PDL,762,2019,"Aprova o ato que outorga autorização à Associação Comunitária de Radiodifusão Tocosmojiense para executar serviço de radiodifusão comunitária no Município de Tocos do Moji, Estado de Minas Gerais.",140273,senado,Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/140273
,,PL 4676/2019,PL,4676,2019,"Altera a Lei nº 9.973, de 29 de maio de 2000, para conferir caráter voluntário à adesão ao sistema de certificação que especifica.",138281,senado,"Agricultura, pecuária e abastecimento",Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/138281
,,PL 5019/2019,PL,5019,2019,"Altera a Lei nº 12.188, de 11 de janeiro de 2010, a fim de estabelecer novo prazo para o credenciamento de Entidade Executora do Pronater.",138716,senado,"Agricultura, pecuária e abastecimento",Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/138716
,,PL 5028/2019,PL,5028,2019,"Institui a Política Nacional de Pagamento por Serviços Ambientais; altera as Leis nºs 8.629, de 25 de fevereiro de 1993, e 8.212, de 24 de julho de 1991; e dá outras providências.",138725,senado,Meio ambiente,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/138725
,,PL 5100/2019,PL,5100,2019,Estabelece limites para emissão sonora resultante das atividades em templos religiosos.,138832,senado,Meio ambiente,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/138832
,,PL 6545/2019,PL,6545,2019,Estabelece incentivos à indústria da reciclagem; e cria o Fundo de Apoio para Ações Voltadas à Reciclagem (Favorecicle) e Fundos de Investimentos para Projetos de Reciclagem (ProRecicle).,140281,senado,Meio ambiente,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/140281
,,PL 6546/2019,PL,6546,2019,"Altera a Lei nº 12.651, de 25 de maio de 2012, para determinar a obrigatoriedade de comprovação do período de pousio por meio de registro da data do seu início no Cadastro Ambiental Rural.",140282,senado,Política fundiária e reforma agrária,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/140282
,,PL 6560/2019,PL,6560,2019,Institui a Política Nacional de Incentivo à Produção Melífera e ao Desenvolvimento de Produtos e Serviços Apícolas e Meliponícolas de Qualidade.,140302,senado,"Agricultura, pecuária e abastecimento",Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/140302
,,PDL 43/2020,PDL,43,2020,"Aprova o ato que outorga autorização à Associação Cultural de Comunicação Comunitária Aliança Educadora FM para executar serviço de radiodifusão comunitária no Município de Nova Aliança, Estado de São Paulo.",140649,senado,Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/140649
,,PDL 74/2020,PDL,74,2020,"Aprova o texto do Acordo sobre Serviços Aéreos entre o Governo da República Federativa do Brasil e o Governo da República do Equador, celebrado em Quito, em 2 de maio de 2013.",140995,senado,Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/140995
,,PDL 75/2020,PDL,75,2020,"Aprova o texto do Acordo sobre Serviços Aéreos entre a República Federativa do Brasil e o Reino da Arábia Saudita, assinado em Brasília, em 14 de abril de 2015.",140996,senado,Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/140996
,,PDL 76/2020,PDL,76,2020,"Aprova o texto do Acordo sobre Serviços de Transporte Aéreo entre o Governo da República Federativa do Brasil e o Governo da República da Guatemala, assinado em Brasília, em 30 de outubro de 2017.",140997,senado,Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/140997
,,PDL 77/2020,PDL,77,2020,"Aprova o texto do Acordo de Serviços Aéreos entre a República Federativa do Brasil e a República Dominicana, assinado em Brasília, em 14 de maio de 2018.",140998,senado,Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/140998
,,PDL 78/2020,PDL,78,2020,"Aprova o texto do Acordo entre a República Federativa do Brasil e a República Dominicana sobre Isenção de Vistos de Turismo e Negócios, assinado em Brasília, em 14 de maio de 2018.",140999,senado,Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/140999
,,PDL 79/2020,PDL,79,2020,"Aprova o texto do Acordo entre o Governo da República Federativa do Brasil e o Governo da República Dominicana sobre Cooperação em Matéria de Defesa, assinado em Brasília, em 14 de maio de 2018.",141000,senado,Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/141000
,,PDL 336/2020,PDL,336,2020,"Aprova o texto do Acordo Constitutivo do Banco Asiático de Investimento em Infraestrutura, celebrado em Pequim, em 29 de junho de 2015, juntamente com a documentação complementar ao texto do Acordo Constitutivo do Banco Asiático de Investimento em Infraestrutura.",143561,senado,Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/143561
,,PL 175/2020,PL,175,2020,"Altera a Lei nº 11.445, de 5 de janeiro de 2007, para estabelecer medidas de prevenção a desperdícios, de aproveitamento das águas pluviais e de reúso das águas servidas.",140558,senado,Meio ambiente,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/140558
,,PDL 86/2020,PDL,86,2020,"Aprova o texto do Acordo de Cooperação entre a República Federativa do Brasil e a República de Angola no Domínio da Defesa, assinado em Brasília, em 23 de junho de 2010.",141105,senado,Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/141105
,,PDL 562/2020,PDL,562,2020,"Aprova o texto da Convenção Interamericana contra o Racismo, a Discriminação Racial e Formas Correlatas de Intolerância, adotada na Guatemala, por ocasião da 43ª Sessão Ordinária da Assembleia Geral da Organização dos Estados Americanos, em 5 de junho de 2013.",146053,senado,Nao especificado,Câmara dos Deputados,https://www25.senado.leg.br/web/atividade/materias/-/materia/146053
,,MPV 1042/2021,MPV,1042,2021,"Simplifica a gestão de cargos em comissão e de funções de confiança, autoriza o Poder Executivo federal a transformar, sem aumento de despesa, cargos em comissão, funções de confiança e gratificações, prevê os Cargos Comissionados Executivos - CCE e as Funções Comissionadas Executivas - FCE e altera a Lei nº 13.844, de 18 de junho de 2019, para dispor sobre secretarias.",148099,senado,Nao especificado,Presidência da República,https://www25.senado.leg.br/web/atividade/materias/-/materia/148099
,,PDL 1/2021,PDL,1,2021,"Reconhece, para os fins do art. 65 da Lei Complementar nº 101, de 4 de maio de 2000, a ocorrência de estado de calamidade pública, em decorrência da pandemia de Covid-19, com efeitos até 30 de junho de 2021.",146153,senado,Nao especificado,Weverton PDT / MA,https://www25.senado.leg.br/web/atividade/materias/-/materia/146153
,,PDL 55/2021,PDL,55,2021,"Susta o Decreto 10.630, de 12 de fevereiro de 2021, que altera o Decreto nº 9.847, de 25 de junho de 2019, que regulamenta a Lei nº 10.826, de 22 de dezembro de 2003, para dispor sobre a aquisição, o cadastro, o registro, o porte e a comercialização de armas de fogo e de munição e sobre o Sistema Nacional de Armas e o Sistema de Gerenciamento Militar de Armas.",146551,senado,Nao especificado,Paulo Rocha PT / PA e outros,https://www25.senado.leg.br/web/atividade/materias/-/materia/146551
,,PDL 57/2021,PDL,57,2021,"Susta o Decreto 10.628, de 12 de fevereiro de 2021, que Altera o Decreto nº 9.845, de 25 de junho de 2019, que regulamenta a Lei nº 10.826, de 22 de dezembro de 2003, para dispor sobre a aquisição, o cadastro, o registro e a posse de armas de fogo e de munição.",146555,senado,Nao especificado,Paulo Rocha PT / PA e outros,https://www25.senado.leg.br/web/atividade/materias/-/materia/146555
,,PDL 58/2021,PDL,58,2021,"Susta o Decreto 10.627, de 12 de fevereiro de 2021, que altera o Anexo I ao Decreto nº 10.030, de 30 de setembro de 2019, que aprova o Regulamento de Produtos Controlados.",146556,senado,Nao especificado,Paulo Rocha PT / PA e outros,https://www25.senado.leg.br/web/atividade/materias/-/materia/146556
,,PDL 59/2021,PDL,59,2021,"Susta, nos termos do art. 49, inciso V, da Constituição Federal, o Decreto nº 10.629, de 12 de fevereiro de 2021, que altera o Decreto nº 9.846, de 25 de junho de 2019, que regulamenta a Lei nº 10.826, de 22 de dezembro de 2003, para dispor sobre o registro, o cadastro, e a aquisição de armas e de munições por caçadores, colecionadores e atiradores.",146558,senado,Nao especificado,Eliziane Gama CIDADANIA / MA,https://www25.senado.leg.br/web/atividade/materias/-/materia/146558
,,PDL 60/2021,PDL,60,2021,"Susta o Decreto 10.627, de 12 de fevereiro de 2021, que altera o Anexo I ao Decreto nº 10.030, de 30 de setembro de 2019, que aprova o Regulamento de Produtos Controlados.",146559,senado,Nao especificado,Rogério Carvalho PT / SE,https://www25.senado.leg.br/web/atividade/materias/-/materia/146559
,,PDL 61/2021,PDL,61,2021,"Susta, nos termos do art. 49, inciso V, da Constituição Federal, o Decreto nº 10.630, de 12 de fevereiro de 2021, que altera o Decreto nº 9.847, de 25 de junho de 2019, que regulamenta a Lei nº 10.826, de 22 de dezembro de 2003, para dispor sobre a aquisição, o cadastro, o registro, o porte e a comercialização de armas de fogo e de munição e sobre o Sistema Nacional de Armas e o Sistema de Gerenciamento Militar de Armas.",146560,senado,Nao especificado,Eliziane Gama CIDADANIA / MA,https://www25.senado.leg.br/web/atividade/materias/-/materia/146560
,,PDL 62/2021,PDL,62,2021,"Susta, nos termos do art. 49, inciso V, da Constituição Federal, o Decreto nº 10.628, de 12 de fevereiro de 2021, que altera o Decreto nº 9.845, de 25 de junho de 2019, que regulamenta a Lei nº 10.826, de 22 de dezembro de 2003, para dispor sobre a aquisição, o cadastro, o registro e a posse de armas de fogo e de munição.",146561,senado,Nao especificado,Eliziane Gama CIDADANIA / MA,https://www25.senado.leg.br/web/atividade/materias/-/materia/146561
,,PDL 63/2021,PDL,63,2021,"Susta, nos termos do art. 49, inciso V, da Constituição Federal, o Decreto nº 10.627, de 12 de fevereiro de 2021, que altera o Anexo I ao Decreto nº 10.030, de 30 de setembro de 2019, que aprova o Regulamento de Produtos Controlados.",146562,senado,Nao especificado,Eliziane Gama CIDADANIA / MA,https://www25.senado.leg.br/web/atividade/materias/-/materia/146562
,,PDL 64/2021,PDL,64,2021,"Susta o Decreto 10.630, de 12 de fevereiro de 2021, que altera o Decreto nº 9.847, de 25 de junho de 2019, que regulamenta a Lei nº 10.826, de 22 de dezembro de 2003, para dispor sobre a aquisição, o cadastro, o registro, o porte e a comercialização de armas de fogo e de munição e sobre o Sistema Nacional de Armas e o Sistema de Gerenciamento Militar de Armas.",146563,senado,Nao especificado,Rogério Carvalho PT / SE,https://www25.senado.leg.br/web/atividade/materias/-/materia/146563
,,PDL 65/2021,PDL,65,2021,"Susta o Decreto 10.629, de 12 de fevereiro de 2021, que altera o Decreto nº 9.846, de 25 de junho de 2019, que regulamenta a Lei nº 10.826, de 22 de dezembro de 2003, para dispor sobre o registro, o cadastro, e a aquisição de armas e de munições por caçadores, colecionadores e atiradores.",146564,senado,Nao especificado,Rogério Carvalho PT / SE,https://www25.senado.leg.br/web/atividade/materias/-/materia/146564
,,PDL 66/2021,PDL,66,2021,"Susta o Decreto 10.628, de 12 de fevereiro de 2021, que Altera o Decreto nº 9.845, de 25 de junho de 2019, que regulamenta a Lei nº 10.826, de 22 de dezembro de 2003, para dispor sobre a aquisição, o cadastro, o registro e a posse de armas de fogo e de munição.",146565,senado,Nao especificado,Rogério Carvalho PT / SE,https://www25.senado.leg.br/web/atividade/materias/-/materia/146565
,,PDL 69/2021,PDL,69,2021,"Susta o Decreto nº 10.627, de 12 de fevereiro de 2021, que “altera o Anexo I ao Decreto nº 10.030, de 30 de setembro de 2019, que aprova o Regulamento de Produtos Controlados”, o Decreto nº 10.628, de 12 de fevereiro de 2021, que “altera o Decreto nº 9.845, de 25 de junho de 2019, que regulamenta a Lei nº 10.826, de 22 de dezembro de 2003, para dispor sobre a aquisição, o cadastro, o registro e a posse de armas de fogo e de munição”, o Decreto nº 10.629, de 12 de fevereiro de 2021, que “altera o Decreto nº 9.846, de 25 de junho de 2019, que regulamenta a Lei nº 10.826, de 22 de dezembro de 2003, para dispor sobre o registro, o cadastro, e a aquisição de armas e de munições por caçadores, colecionadores e atiradores.” e o Decreto nº 10.630, de 12 de fevereiro de 2021, “que altera o Decreto nº 9.847, de 25 de junho de 2019, que regulamenta a Lei nº 10.826, de 22 de dezembro de 2003, para dispor sobre a aquisição, o cadastro, o registro, o porte e a comercialização de armas de fogo e de munição e sobre o Sistema Nacional de Armas e o Sistema de Gerenciamento Militar de Armas”.",146574,senado,Nao especificado,Randolfe Rodrigues REDE / AP e outros,https://www25.senado.leg.br/web/atividade/materias/-/materia/146574
,,PDL 72/2021,PDL,72,2021,"Susta o Edital de Convocação nº 02/2020 – CGPLI, do Ministério da Educação (MEC) em cooperação com o Fundo Nacional de Desenvolvimento da Educação (FNDE), que tem como objeto a seleção e aquisição de obras didáticas destinadas aos estudantes, professores e gestores da educação infantil; de obras literárias destinadas aos estudantes e professores da educação infantil; e de obras pedagógicas de preparação para alfabetização baseada em evidências.",146603,senado,Nao especificado,Paulo Rocha PT / PA e outros,https://www25.senado.leg.br/web/atividade/materias/-/materia/146603
,,PDL 73/2021,PDL,73,2021,"Susta, nos termos do inciso V do art. 49 da Constituição Federal, os efeitos dos Decretos nº 10.627, 10.628, 10.629 e 10.630, de 2021.",146604,senado,Nao especificado,Fabiano Contarato REDE / ES,https://www25.senado.leg.br/web/atividade/materias/-/materia/146604
,,PDL 74/2021,PDL,74,2021,"Susta o Decreto 10.629, de 12 de fevereiro de 2021, que altera o Decreto nº 9.846, de 25 de junho de 2019, que regulamenta a Lei nº 10.826, de 22 de dezembro de 2003, para dispor sobre o registro, o cadastro, e a aquisição de armas e de munições por caçadores, colecionadores e atiradores.",146613,senado,Nao especificado,Paulo Rocha PT / PA e outros,https://www25.senado.leg.br/web/atividade/materias/-/materia/146613
,,PDL 75/2021,PDL,75,2021,"Susta, nos termos do art. 49, inciso V, da Constituição Federal, os efeitos do Anexo III e do Anexo III - B do Edital de Convocação nº 1/2021 - CGPLI PNLD 2023.",146614,senado,Nao especificado,Alessandro Vieira CIDADANIA / SE,https://www25.senado.leg.br/web/atividade/materias/-/materia/146614
,,PDL 87/2021,PDL,87,2021,"Susta a Resolução nº 159, de 17 de fevereiro de 2021, do Comitê-Executivo de Gestão da Câmara de Comércio Exterior – GECEX, que altera o Anexo II da Resolução nº 125, de 15 de dezembro de 2016.",146715,senado,Nao especificado,Eduardo Braga MDB / AM e outros,https://www25.senado.leg.br/web/atividade/materias/-/materia/146715
,,PDL 94/2021,PDL,94,2021,"Susta o Decreto nº 10.620, de 5 de fevereiro de 2021, que “Dispõe sobre a competência para a concessão e a manutenção das aposentadorias e pensões do regime próprio de previdência social da União no âmbito da administração pública federal.”",146965,senado,Nao especificado,Paulo Paim PT / RS,https://www25.senado.leg.br/web/atividade/materias/-/materia/146965
,,PDL 95/2021,PDL,95,2021,"Susta a Resolução nº 4 , de 22 de janeiro de 2021, da Fundação Nacional do Índio – Funai - que define novos critérios específicos de heteroidentificação que serão observados pela FUNAI.",147038,senado,Nao especificado,Paulo Rocha PT / PA e outros,https://www25.senado.leg.br/web/atividade/materias/-/materia/147038
,,PDL 96/2021,PDL,96,2021,"Susta a Instrução Normativa Conjunta nº 1, de 22 de fevereiro de 2021, da Fundação Nacional do Índio (FUNAI) e do Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis (IBAMA), que dispõe sobre os procedimentos a serem adotados durante o processo de licenciamento ambiental de empreendimentos ou atividades localizados ou desenvolvidos no interior de Terras Indígenas cujo empreendedor seja organizações indígenas.",147047,senado,Nao especificado,Paulo Rocha PT / PA e outros,https://www25.senado.leg.br/web/atividade/materias/-/materia/147047
,,PDL 110/2021,PDL,110,2021,"Susta os efeitos da Portaria nº 124, de 4 de março de 2021, do Secretário Nacional de Fomento e Incentivo à Cultura, da Secretaria Especial de Cultura, do Ministério do Turismo.",147219,senado,Nao especificado,Paulo Rocha PT / PA e outros,https://www25.senado.leg.br/web/atividade/materias/-/materia/147219
,,PDL 112/2021,PDL,112,2021,"Susta os efeitos da Portaria nº 457, de 10 de fevereiro de 2021, do Ministério da Mulher, da Família e dos Direitos Humanos/Gabinete da Ministra que “Institui Grupo de Trabalho para realização de Análise Ex Ante da Política Nacional de Direitos Humanos”.",147247,senado,Nao especificado,Humberto Costa PT / PE,https://www25.senado.leg.br/web/atividade/materias/-/materia/147247
,,PDL 116/2021,PDL,116,2021,"Susta os efeitos da Resolução CTE-CMED nº 3, de 12 de março de 2021, que divulga o Fator de Ajuste de Preços Relativos entre Setores (Fator Y) para o ano de 2021, referente ao ajuste de preços de medicamentos previsto no artigo 4º da Lei nº 10.742, de 6 de outubro de 2003",147454,senado,Nao especificado,Fabiano Contarato REDE / ES,https://www25.senado.leg.br/web/atividade/materias/-/materia/147454
,,PDL 143/2021,PDL,143,2021,"Susta a Resolução CM-CMED nº 1, de 31 de março de 2021, que dispõe sobre a forma de definição do Preço Fabricante (PF) e do Preço Máximo ao Consumidor (PMC) dos medicamentos em 31 de março de 2021, estabelece a forma de apresentação do Relatório de Comercialização à Câmara de Regulação do Mercado de Medicamentos (CMED) e disciplina a publicidade dos preços dos produtos farmacêuticos.",147935,senado,Nao especificado,Randolfe Rodrigues REDE / AP,https://www25.senado.leg.br/web/atividade/materias/-/materia/147935
,,PDL 151/2021,PDL,151,2021,"Susta, nos termos do inciso V do art. 49 da Constituição Federal, a Portaria nº 869, de 22 de março de 2021, do Ministério da Mulher, da Família e dos Direitos Humanos, que institui “o Grupo de Trabalho sobre Crianças e Jovens Indígenas em Situação de Vulnerabilidade, no âmbito do Ministério da Mulher, da Família e dos Direitos Humanos”.",148042,senado,Nao especificado,Paulo Rocha PT / PA,https://www25.senado.leg.br/web/atividade/materias/-/materia/148042
,,PDL 152/2021,PDL,152,2021,"Susta o Decreto no 10.657, de 24 de março de 2021, que institui a Política de Apoio ao Licenciamento Ambiental de Projetos de Investimentos para a Produção de Minerais Estratégicos - Pró-Minerais Estratégicos, dispõe sobre sua qualificação no âmbito do Programa de Parcerias de Investimentos da Presidência da República e institui o Comitê Interministerial de Análise de Projetos de Minerais Estratégicos.",148043,senado,Nao especificado,Paulo Rocha PT / PA,https://www25.senado.leg.br/web/atividade/materias/-/materia/148043
,,PDL 174/2021,PDL,174,2021,"Susta, nos termos do inciso V do art. 49 da Constituição Federal, os efeitos da Instrução Normativa Conjunta nº 1, de 12 de abril de 2021, do Ministério do Meio Ambiente, do Instituto Brasileiro de Meio Ambiente e dos Recursos Naturais Renováveis e do Instituto Chico Mendes de Conservação da Biodiversidade.",148179,senado,Nao especificado,Fabiano Contarato REDE / ES,https://www25.senado.leg.br/web/atividade/materias/-/materia/148179
,,PDL 183/2021,PDL,183,2021,"Susta a Portaria nº 13, de 19 de abril de 2021, da Secretaria de Ciência, Tecnologia, Inovação e Insumos Estratégicos em Saúde, do Ministério da Saúde, que torna pública a decisão de incorporar o implante subdérmico de etonogestrel, condicionada à criação de programa específico, na prevenção da gravidez não planejada para mulheres em idade fértil: em situação de rua; com HIV/AIDS em uso de dolutegravir; em uso de talidomida; privadas de liberdade; trabalhadoras do sexo; e em tratamento de tuberculose em uso de aminoglicosídeos, no âmbito do Sistema Único de Saúde – SUS.",148315,senado,Nao especificado,Humberto Costa PT / PE e outros,https://www25.senado.leg.br/web/atividade/materias/-/materia/148315
,,PDL 190/2021,PDL,190,2021,"Susta, nos termos do art. 49, V, da Constituição Federal, o Decreto nº 10.206, de 22 de janeiro de 2020, que “Dispõe sobre a qualificação do Serviço Federal de Processamento de Dados no âmbito do Programa de Parcerias de Investimentos da Presidência da República e sobre a sua inclusão no Programa Nacional de Desestatização”.",148335,senado,Nao especificado,Eliziane Gama CIDADANIA / MA,https://www25.senado.leg.br/web/atividade/materias/-/materia/148335
,,PDL 191/2021,PDL,191,2021,"Susta, nos termos do art. 49, V, da Constituição Federal, o Decreto nº 10.199, de 15 de janeiro de 2020, que “Dispõe sobre a qualificação da Empresa de Tecnologia e Informações da Previdência no âmbito do Programa de Parcerias de Investimentos da Presidência da República e sobre a sua inclusão no Programa Nacional de Desestatização”.",148337,senado,Nao especificado,Eliziane Gama CIDADANIA / MA,https://www25.senado.leg.br/web/atividade/materias/-/materia/148337
,,PDL 194/2021,PDL,194,2021,"Susta os efeitos das Instruções Normativas Conjuntas nºs 1, de 12 de abril de 2021, e 2, de 26 de abril de 2021, do Ministério do Meio Ambiente, do Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveis e do Instituto Chico Mendes de Conservação da Biodiversidade, que regulamentam o processo administrativo federal para apuração de infrações administrativas por condutas e atividades lesivas ao meio ambiente.",148340,senado,Nao especificado,Paulo Rocha PT / PA e outros,https://www25.senado.leg.br/web/atividade/materias/-/materia/148340
