id_votacao,orientacao,tipo_lideranca,partido_bloco,casa
2206203-171,-1,P,PTB,camara
2206203-171,5,P,PT,camara
2206203-171,-1,NA,SOLIDARIEDADE,camara
2206203-171,-1,P,PODE,camara
2206203-171,-1,NA,Governo,camara
2206203-171,5,P,PSOL,camara
2206203-171,-1,B,Maioria,camara
2206203-171,-1,P,PP,camara
2206203-171,1,P,CIDADANIA,camara
2206203-171,-1,NA,REPUBLICANOS,camara
2206203-171,-1,P,PV,camara
2206203-171,-1,P,PSD,camara
2206203-171,1,P,REDE,camara
2206203-171,-1,P,PROS,camara
2206203-165,-1,P,PTB,camara
2206203-165,-1,P,PL,camara
2206203-165,-1,P,DEM,camara
2206203-165,-1,P,CIDADANIA,camara
2206203-165,1,P,PSB,camara
2206203-165,1,P,PT,camara
2206203-165,1,NA,SOLIDARIEDADE,camara
2206203-165,1,P,PCdoB,camara
2206203-165,-1,P,NOVO,camara
2206203-165,5,B,Minoria,camara
2206203-165,-1,P,REDE,camara
2206203-165,-1,P,PSL,camara
2206203-165,-1,P,PP,camara
2206203-165,5,P,PODE,camara
2206203-165,-1,P,PROS,camara
2206203-165,-1,NA,REPUBLICANOS,camara
2206203-165,1,P,MDB,camara
2206203-165,-1,P,PSDB,camara
2206203-165,-1,NA,Governo,camara
2206203-165,-1,P,PSD,camara
2206203-165,1,P,PDT,camara
2206203-165,1,P,AVANTE,camara
2206203-165,-1,P,PSOL,camara
2206203-146,-1,P,PCdoB,camara
2206203-146,-1,P,PTB,camara
2206203-146,-1,P,PSL,camara
2206203-146,-1,P,PODE,camara
2206203-146,-1,P,NOVO,camara
2206203-146,-1,P,PV,camara
2206203-146,1,P,PDT,camara
2206203-146,1,P,PL,camara
2206203-146,-1,P,CIDADANIA,camara
2206203-146,1,NA,Governo,camara
2206203-146,-1,P,PSD,camara
2206203-146,1,NA,REPUBLICANOS,camara
2206203-146,5,B,Maioria,camara
2206203-146,-1,P,PSOL,camara
2206203-146,-1,P,PSB,camara
2206203-146,5,P,MDB,camara
2206203-146,-1,P,PSDB,camara
2206203-146,-1,NA,SOLIDARIEDADE,camara
2206203-146,-1,P,PROS,camara
2206203-146,-1,P,PT,camara
2206203-146,-1,P,DEM,camara
2206203-146,5,B,Minoria,camara
2206203-138,1,NA,REPUBLICANOS,camara
2206203-138,-1,P,PT,camara
2206203-138,1,P,PL,camara
2206203-138,-1,B,Oposição,camara
2206203-138,1,P,PV,camara
2206203-138,1,P,PROS,camara
2206203-138,1,P,MDB,camara
2206203-138,1,P,AVANTE,camara
2206203-138,-1,B,Minoria,camara
2206203-138,-1,P,PDT,camara
2206203-138,1,P,CIDADANIA,camara
2206203-138,1,P,PSD,camara
2206203-138,1,P,PATRIOTA,camara
2206203-138,1,P,PP,camara
2206203-138,1,P,PODE,camara
2206203-138,1,NA,SOLIDARIEDADE,camara
2206203-138,1,P,PSL,camara
2206203-138,1,P,PSDB,camara
2206203-138,1,NA,Governo,camara
2206203-138,1,P,NOVO,camara
2206203-138,-1,P,PSOL,camara
2206203-138,-1,P,PCdoB,camara
2206203-138,1,P,PTB,camara
2206203-138,1,P,DEM,camara
2206203-138,-1,P,PSB,camara
2206203-138,-1,P,REDE,camara
2206203-119,-1,P,NOVO,camara
2206203-119,1,P,PSB,camara
2206203-119,1,P,PT,camara
2206203-119,-1,P,PSDB,camara
2206203-119,-1,P,AVANTE,camara
2206203-119,-1,NA,Governo,camara
2206203-119,1,P,PSOL,camara
2206203-119,-1,P,PP,camara
2206203-119,1,P,REDE,camara
2206203-119,2,P,PDT,camara
2206203-119,-1,P,PL,camara
2206203-119,-1,P,MDB,camara
2206203-119,1,B,Minoria,camara
2206203-119,1,P,CIDADANIA,camara
2206203-119,-1,P,PSL,camara
2206203-119,-1,P,DEM,camara
2206203-119,-1,NA,REPUBLICANOS,camara
2206203-119,-1,NA,SOLIDARIEDADE,camara
2206203-119,-1,P,PSD,camara
2206203-119,1,P,PCdoB,camara
2206203-119,-1,P,PROS,camara
2206203-119,-1,P,PTB,camara
2242887-152,-1,NA,Governo,camara
2242887-152,-1,P,PSC,camara
2242887-152,-1,P,PP,camara
2242887-152,1,P,PDT,camara
2242887-152,-1,P,PSDB,camara
2242887-152,-1,P,DEM,camara
2242887-152,1,NA,SOLIDARIEDADE,camara
2242887-152,1,P,PT,camara
2242887-152,-1,P,PV,camara
2242887-152,-1,P,PTB,camara
2242887-152,-1,P,PSD,camara
2242887-152,1,P,REDE,camara
2242887-152,-1,B,Oposição,camara
2242887-152,1,P,PSB,camara
2242887-152,-1,P,PODE,camara
2242887-152,-1,P,PROS,camara
2242887-152,-1,P,PL,camara
2242887-152,-1,P,PSL,camara
2242887-152,-1,P,MDB,camara
2242887-152,1,P,CIDADANIA,camara
2242887-152,1,P,PSOL,camara
2242887-152,-1,B,Maioria,camara
2242887-152,-1,NA,REPUBLICANOS,camara
2242887-152,-1,B,Minoria,camara
2242887-152,-1,P,AVANTE,camara
2242887-152,-1,P,NOVO,camara
2242887-152,-1,P,PATRIOTA,camara
2242887-152,1,P,PCdoB,camara
2242887-109,1,B,Minoria,camara
2242887-109,1,P,PT,camara
2242887-109,1,B,Oposição,camara
2242887-109,-1,NA,REPUBLICANOS,camara
2242887-109,-1,P,PROS,camara
2242887-109,1,P,PV,camara
2242887-109,-1,P,DEM,camara
2242887-109,1,P,REDE,camara
2242887-109,-1,NA,SOLIDARIEDADE,camara
2242887-109,-1,B,Maioria,camara
2242887-109,1,P,PDT,camara
2242887-109,-1,NA,Governo,camara
2242887-109,1,P,NOVO,camara
2242887-109,1,P,PSB,camara
2242887-109,1,P,CIDADANIA,camara
2242887-109,1,P,PCdoB,camara
2242887-109,-1,P,PSD,camara
2242887-109,-1,P,PP,camara
2242887-109,-1,P,PODE,camara
2242887-109,1,P,PSDB,camara
2242887-109,-1,P,PL,camara
2242887-109,1,P,PSOL,camara
2242887-109,-1,P,PTB,camara
2242887-109,-1,P,PSC,camara
2242887-109,-1,P,AVANTE,camara
2242887-109,-1,P,PSL,camara
2242887-100,1,P,PP,camara
2242887-100,1,P,PROS,camara
2242887-100,1,P,PL,camara
2242887-100,-1,P,REDE,camara
2242887-100,1,P,PSDB,camara
2242887-100,-1,P,PSOL,camara
2242887-100,1,P,PSD,camara
2242887-100,-1,P,PT,camara
2242887-100,-1,NA,SOLIDARIEDADE,camara
2242887-100,-1,B,Minoria,camara
2242887-100,1,P,MDB,camara
2242887-100,1,NA,Governo,camara
2242887-100,1,P,PODE,camara
2242887-100,-1,P,NOVO,camara
2242887-100,-1,P,PCdoB,camara
2242887-100,1,P,PTB,camara
2242887-100,-1,P,PSL,camara
2242887-100,1,P,PSC,camara
2242887-100,1,P,DEM,camara
2242887-100,-1,P,PSB,camara
2242887-100,1,NA,REPUBLICANOS,camara
2242887-100,-1,P,PDT,camara
2242887-100,-1,P,CIDADANIA,camara
2242887-95,1,B,Oposição,camara
2242887-95,1,P,PT,camara
2242887-95,-1,P,PP,camara
2242887-95,-1,P,PSC,camara
2242887-95,-1,NA,Governo,camara
2242887-95,1,P,PCdoB,camara
2242887-95,-1,P,PV,camara
2242887-95,-1,P,PTB,camara
2242887-95,-1,P,PSL,camara
2242887-95,-1,P,PSDB,camara
2242887-95,1,B,Minoria,camara
2242887-95,-1,NA,SOLIDARIEDADE,camara
2242887-95,-1,P,NOVO,camara
2242887-95,-1,P,PSD,camara
2242887-95,-1,P,MDB,camara
2242887-95,-1,P,PROS,camara
2242887-95,1,P,PSB,camara
2242887-95,-1,P,CIDADANIA,camara
2242887-95,-1,P,PL,camara
2242887-95,1,P,PDT,camara
2242887-95,-1,NA,REPUBLICANOS,camara
2242887-95,1,P,REDE,camara
2242887-95,-1,P,DEM,camara
2242887-95,1,P,PSOL,camara
2242887-82,-1,P,PP,camara
2242887-82,-1,P,PT,camara
2242887-82,-1,P,PL,camara
2242887-82,-1,P,NOVO,camara
2242887-82,1,P,CIDADANIA,camara
2242887-82,-1,P,PCdoB,camara
2242887-82,-1,P,PATRIOTA,camara
2242887-82,1,P,PDT,camara
2242887-82,-1,NA,SOLIDARIEDADE,camara
2242887-82,-1,NA,REPUBLICANOS,camara
2242887-82,-1,P,PSDB,camara
2242887-82,-1,P,PSD,camara
2242887-82,-1,P,PTB,camara
2242887-82,-1,P,PSL,camara
2242887-82,-1,P,PV,camara
2242887-82,-1,P,PSB,camara
2242887-82,-1,P,REDE,camara
2242887-82,5,B,Minoria,camara
2242887-82,-1,P,PSOL,camara
2242887-82,1,P,DEM,camara
2242887-82,-1,P,PSC,camara
2242887-82,-1,P,PROS,camara
2242887-82,1,P,MDB,camara
2242887-82,-1,P,PODE,camara
2242887-82,-1,NA,Governo,camara
2242887-67,1,P,PTB,camara
2242887-67,1,P,NOVO,camara
2242887-67,-1,P,PCdoB,camara
2242887-67,1,NA,Governo,camara
2242887-67,1,P,PODE,camara
2242887-67,-1,B,Minoria,camara
2242887-67,-1,P,PSOL,camara
2242887-67,1,P,PP,camara
2242887-67,-1,P,CIDADANIA,camara
2242887-67,1,P,DEM,camara
2242887-67,1,P,MDB,camara
2242887-67,1,NA,REPUBLICANOS,camara
2242887-67,1,P,PROS,camara
2242887-67,1,P,PL,camara
2242887-67,1,P,PSD,camara
2242887-67,-1,P,PT,camara
2242887-67,1,P,PSL,camara
2242887-67,1,P,PSDB,camara
2242887-67,-1,P,PSB,camara
2242887-67,-1,P,REDE,camara
2242887-67,-1,P,PDT,camara
2242887-67,-1,P,PV,camara
2242887-64,5,B,Minoria,camara
2242887-64,-1,P,PSD,camara
2242887-64,-1,P,PL,camara
2242887-64,1,P,REDE,camara
2242887-64,1,P,PSB,camara
2242887-64,1,P,CIDADANIA,camara
2242887-64,-1,P,DEM,camara
2242887-64,-1,P,PP,camara
2242887-64,-1,NA,SOLIDARIEDADE,camara
2242887-64,-1,NA,REPUBLICANOS,camara
2242887-64,-1,P,PODE,camara
2242887-64,1,P,PT,camara
2242887-64,1,P,PCdoB,camara
2242887-64,1,P,PSOL,camara
2242887-64,-1,P,MDB,camara
2242887-64,-1,P,PTB,camara
2242887-64,-1,P,PSDB,camara
2242887-64,-1,P,PSL,camara
2242887-64,-1,P,PDT,camara
2242887-64,-1,NA,Governo,camara
2242887-64,-1,P,NOVO,camara
2242887-57,-1,P,PDT,camara
2242887-57,-1,P,PODE,camara
2242887-57,1,P,PT,camara
2242887-57,1,P,PSB,camara
2242887-57,-1,P,PSDB,camara
2242887-57,-1,P,AVANTE,camara
2242887-57,-1,NA,Governo,camara
2242887-57,-1,NA,REPUBLICANOS,camara
2242887-57,-1,P,DEM,camara
2242887-57,-1,P,PTB,camara
2242887-57,5,B,Minoria,camara
2242887-57,1,P,REDE,camara
2242887-57,-1,P,PSL,camara
2242887-57,5,B,Oposição,camara
2242887-57,-1,P,PROS,camara
2242887-57,1,P,PSOL,camara
2242887-57,-1,P,MDB,camara
2242887-57,-1,P,PSD,camara
2242887-57,1,P,PCdoB,camara
2242887-57,-1,P,CIDADANIA,camara
2242887-57,-1,P,NOVO,camara
2242887-57,-1,P,PP,camara
2242887-57,-1,NA,SOLIDARIEDADE,camara
2242887-57,-1,P,PL,camara
2242413-81,1,P,PSB,camara
2242413-81,-1,NA,REPUBLICANOS,camara
2242413-81,1,P,PSOL,camara
2242413-81,-1,P,PSL,camara
2242413-81,-1,P,PODE,camara
2242413-81,1,P,PDT,camara
2242413-81,1,P,PT,camara
2242413-81,-1,P,PROS,camara
2242413-81,-1,P,NOVO,camara
2242413-81,1,P,PCdoB,camara
2242413-81,-1,NA,SOLIDARIEDADE,camara
2242413-81,1,P,DEM,camara
2242413-81,1,P,CIDADANIA,camara
2242413-81,-1,NA,Governo,camara
2242413-81,1,B,Minoria,camara
2242413-81,-1,P,PSDB,camara
2242413-81,-1,P,PSD,camara
2242413-81,1,B,Oposição,camara
2242413-81,-1,P,MDB,camara
2242413-59,1,B,Oposição,camara
2242413-59,-1,P,NOVO,camara
2242413-59,-1,NA,Governo,camara
2242413-59,-1,P,PSD,camara
2242413-59,1,P,PDT,camara
2242413-59,-1,P,PSL,camara
2242413-59,-1,P,PROS,camara
2242413-59,1,P,PT,camara
2242413-59,-1,P,CIDADANIA,camara
2242413-59,-1,P,PP,camara
2242413-59,-1,P,DEM,camara
2242413-59,1,P,REDE,camara
2242413-59,1,P,PSOL,camara
2242413-59,1,B,Minoria,camara
2242413-59,-1,P,PL,camara
2242413-59,-1,P,PTB,camara
2242413-59,-1,P,MDB,camara
2242413-59,1,P,PODE,camara
2242413-59,1,P,PSDB,camara
2242413-59,1,P,PSB,camara
2242413-59,-1,NA,SOLIDARIEDADE,camara
2242413-59,-1,P,AVANTE,camara
2242413-59,-1,NA,REPUBLICANOS,camara
2242413-59,1,P,PCdoB,camara
2256130-56,1,P,PSL,camara
2256130-56,1,P,CIDADANIA,camara
2256130-56,1,NA,REPUBLICANOS,camara
2256130-56,1,P,PODE,camara
2256130-56,1,P,PSB,camara
2256130-56,1,P,PTB,camara
2256130-56,1,P,AVANTE,camara
2256130-56,-1,P,PL,camara
2256130-56,1,P,PSC,camara
2256130-56,1,P,DEM,camara
2256130-56,1,B,Oposição,camara
2256130-56,1,P,PV,camara
2256130-56,1,P,PT,camara
2256130-56,1,P,MDB,camara
2256130-56,1,P,PCdoB,camara
2256130-56,1,P,REDE,camara
2256130-56,1,P,PP,camara
2256130-56,1,P,PATRIOTA,camara
2256130-56,1,P,NOVO,camara
2256130-56,1,NA,SOLIDARIEDADE,camara
2256130-56,1,P,PSOL,camara
2256130-56,5,NA,Governo,camara
2256130-56,1,P,PROS,camara
2256130-56,1,B,Minoria,camara
2256130-56,1,P,PSDB,camara
2256130-56,1,P,PDT,camara
2256130-56,1,P,PSD,camara
2256130-56,1,B,Maioria,camara
2256130-50,1,NA,SOLIDARIEDADE,camara
2256130-50,1,P,PSL,camara
2256130-50,1,P,PCdoB,camara
2256130-50,1,P,PROS,camara
2256130-50,1,B,Minoria,camara
2256130-50,1,P,PP,camara
2256130-50,1,P,PSB,camara
2256130-50,1,P,PV,camara
2256130-50,1,P,PDT,camara
2256130-50,1,P,PODE,camara
2256130-50,1,P,PSDB,camara
2256130-50,1,P,PTB,camara
2256130-50,1,P,PL,camara
2256130-50,1,P,PSD,camara
2256130-50,1,P,AVANTE,camara
2256130-50,1,P,MDB,camara
2256130-50,1,P,NOVO,camara
2256130-50,1,P,CIDADANIA,camara
2256130-50,1,B,Maioria,camara
2256130-50,1,P,PSOL,camara
2256130-50,1,P,DEM,camara
2256130-50,1,P,PSC,camara
2256130-50,1,P,PATRIOTA,camara
2256130-50,1,P,PT,camara
2256130-50,1,NA,REPUBLICANOS,camara
2256130-50,1,NA,Governo,camara
2256130-50,1,B,Oposição,camara
2256130-50,1,P,REDE,camara
2256130-46,1,P,PTB,camara
2256130-46,1,P,NOVO,camara
2256130-46,1,P,PP,camara
2256130-46,1,P,PSD,camara
2256130-46,1,P,MDB,camara
2256130-46,1,P,PV,camara
2256130-46,1,P,REDE,camara
2256130-46,1,P,PDT,camara
2256130-46,1,P,AVANTE,camara
2256130-46,1,B,Minoria,camara
2256130-46,1,P,PL,camara
2256130-46,1,P,PCdoB,camara
2256130-46,1,NA,REPUBLICANOS,camara
2256130-46,1,P,PROS,camara
2256130-46,1,P,PODE,camara
2256130-46,1,NA,SOLIDARIEDADE,camara
2256130-46,1,NA,Governo,camara
2256130-46,1,P,CIDADANIA,camara
2256130-46,1,P,PSL,camara
2256130-46,1,P,DEM,camara
2256130-46,1,P,PSC,camara
2256130-46,1,P,PSDB,camara
2256130-46,1,B,Oposição,camara
2256130-46,1,P,PSB,camara
2256130-46,1,P,PSOL,camara
2256130-46,1,P,PT,camara
2256130-46,1,P,PATRIOTA,camara
2256130-46,1,B,Maioria,camara
2256130-44,1,P,PSB,camara
2256130-44,1,P,PSDB,camara
2256130-44,1,P,PDT,camara
2256130-44,1,P,PSC,camara
2256130-44,1,B,Oposição,camara
2256130-44,1,P,PL,camara
2256130-44,1,P,PATRIOTA,camara
2256130-44,1,P,PCdoB,camara
2256130-44,1,P,PSD,camara
2256130-44,1,P,PV,camara
2256130-44,1,P,REDE,camara
2256130-44,1,B,Minoria,camara
2256130-44,1,P,PSOL,camara
2256130-44,1,P,PSL,camara
2256130-44,1,P,PP,camara
2256130-44,1,P,DEM,camara
2256130-44,1,P,NOVO,camara
2256130-44,1,NA,Governo,camara
2256130-44,1,NA,REPUBLICANOS,camara
2256130-44,1,B,Maioria,camara
2256130-44,1,P,CIDADANIA,camara
2256130-44,1,P,MDB,camara
2256130-44,1,P,PT,camara
2256130-44,1,NA,SOLIDARIEDADE,camara
2256130-44,1,P,PODE,camara
2256130-44,1,P,PROS,camara
2256130-44,1,P,AVANTE,camara
2256130-44,1,P,PTB,camara
2256130-40,-1,P,PSC,camara
2256130-40,-1,P,AVANTE,camara
2256130-40,5,B,Minoria,camara
2256130-40,1,P,REDE,camara
2256130-40,5,B,Oposição,camara
2256130-40,-1,P,PROS,camara
2256130-40,-1,P,PP,camara
2256130-40,5,NA,Governo,camara
2256130-40,-1,P,PDT,camara
2256130-40,-1,P,PSL,camara
2256130-40,-1,P,PCdoB,camara
2256130-40,-1,NA,REPUBLICANOS,camara
2256130-40,-1,P,MDB,camara
2256130-40,-1,P,PT,camara
2256130-40,-1,P,PL,camara
2256130-40,1,P,PV,camara
2256130-40,-1,P,PATRIOTA,camara
2256130-40,-1,P,PSD,camara
2256130-40,-1,P,PODE,camara
2256130-40,-1,P,DEM,camara
2256130-40,-1,P,PTB,camara
2256130-40,-1,P,CIDADANIA,camara
2256130-40,-1,NA,SOLIDARIEDADE,camara
2256130-40,-1,B,Maioria,camara
2256130-40,1,P,PSOL,camara
2256130-40,-1,P,PSDB,camara
2256130-40,1,P,PSB,camara
2256130-40,1,P,NOVO,camara
2256130-37,5,NA,Governo,camara
2256130-37,1,P,PV,camara
2256130-37,1,NA,SOLIDARIEDADE,camara
2256130-37,1,P,PSDB,camara
2256130-37,1,P,AVANTE,camara
2256130-37,1,P,PSL,camara
2256130-37,1,B,Minoria,camara
2256130-37,-1,P,PSC,camara
2256130-37,1,P,CIDADANIA,camara
2256130-37,5,P,PROS,camara
2256130-37,1,P,PSD,camara
2256130-37,1,P,PCdoB,camara
2256130-37,1,P,DEM,camara
2256130-37,1,B,Maioria,camara
2256130-37,1,P,NOVO,camara
2256130-37,1,P,PP,camara
2256130-37,1,B,Oposição,camara
2256130-37,-1,P,PL,camara
2256130-37,1,P,PODE,camara
2256130-37,1,P,PTB,camara
2256130-37,1,P,REDE,camara
2256130-37,1,P,PT,camara
2256130-37,1,P,MDB,camara
2256130-37,1,P,PSB,camara
2256130-37,1,P,PDT,camara
2256130-37,5,P,PATRIOTA,camara
2256130-37,1,NA,REPUBLICANOS,camara
2256130-37,1,P,PSOL,camara
2256130-22,-1,P,DEM,camara
2256130-22,-1,NA,REPUBLICANOS,camara
2256130-22,-1,P,PODE,camara
2256130-22,-1,NA,Governo,camara
2256130-22,-1,P,PSDB,camara
2256130-22,-1,B,Maioria,camara
2256130-22,-1,P,MDB,camara
2256130-22,-1,P,CIDADANIA,camara
2256130-22,-1,NA,SOLIDARIEDADE,camara
2256130-22,-1,P,PSD,camara
2256130-22,-1,P,PSC,camara
2256130-22,-1,P,PSL,camara
2256130-22,-1,P,PDT,camara
2256130-22,-1,P,PATRIOTA,camara
2256130-22,-1,P,PT,camara
2256130-22,-1,P,PCdoB,camara
2256130-22,-1,P,PSOL,camara
2256130-22,-1,P,PROS,camara
2256130-22,-1,P,PTB,camara
2256130-22,-1,P,PV,camara
2256130-22,-1,P,AVANTE,camara
2256130-22,-1,P,PL,camara
2256130-22,-1,P,PP,camara
2256130-22,-1,B,Minoria,camara
2256130-22,-1,P,PSB,camara
2256130-22,-1,P,REDE,camara
2256130-22,-1,P,NOVO,camara
2256130-22,-1,B,Oposição,camara
2241642-91,-1,P,MDB,camara
2241642-91,1,P,PSB,camara
2241642-91,-1,P,DEM,camara
2241642-91,-1,P,PSDB,camara
2241642-91,-1,P,PL,camara
2241642-91,1,P,PSOL,camara
2241642-91,-1,P,PSL,camara
2241642-91,1,P,PT,camara
2241642-91,-1,P,PODE,camara
2241642-91,-1,P,CIDADANIA,camara
2241642-91,-1,P,PSD,camara
2241642-91,-1,P,PP,camara
2241642-91,1,P,REDE,camara
2241642-91,-1,NA,SOLIDARIEDADE,camara
2241642-91,1,P,PCdoB,camara
2241642-91,-1,P,PROS,camara
2241642-91,1,P,PDT,camara
2241642-91,1,B,Minoria,camara
2241642-91,-1,NA,Governo,camara
2241642-91,-1,P,NOVO,camara
2241642-91,-1,P,PV,camara
2241642-91,-1,NA,REPUBLICANOS,camara
2241642-76,1,P,AVANTE,camara
2241642-76,1,P,PT,camara
2241642-76,1,P,PSOL,camara
2241642-76,1,NA,REPUBLICANOS,camara
2241642-76,1,B,Minoria,camara
2241642-76,-1,P,DEM,camara
2241642-76,1,NA,Governo,camara
2241642-76,-1,P,NOVO,camara
2241642-76,1,P,PSL,camara
2241642-76,1,P,PP,camara
2241642-76,1,P,PSB,camara
2241642-76,1,P,PDT,camara
2241642-76,1,NA,SOLIDARIEDADE,camara
2241642-76,-1,P,PSDB,camara
2241642-76,1,P,PSD,camara
2241642-76,1,P,PTB,camara
2241642-76,1,P,PCdoB,camara
2241642-76,1,P,PL,camara
2241642-76,1,P,PV,camara
2241642-76,-1,P,CIDADANIA,camara
2241642-76,-1,P,PODE,camara
2241642-76,5,P,MDB,camara
2241642-76,1,P,REDE,camara
2241642-59,-1,P,PDT,camara
2241642-59,-1,P,REDE,camara
2241642-59,-1,P,PV,camara
2241642-59,-1,P,CIDADANIA,camara
2241642-59,1,P,AVANTE,camara
2241642-59,1,P,PP,camara
2241642-59,1,P,PSDB,camara
2241642-59,1,NA,Governo,camara
2241642-59,1,P,PODE,camara
2241642-59,1,NA,REPUBLICANOS,camara
2241642-59,1,NA,SOLIDARIEDADE,camara
2241642-59,1,P,PSD,camara
2241642-59,1,P,NOVO,camara
2241642-59,1,P,PSL,camara
2241642-59,-1,P,PCdoB,camara
2241642-59,1,P,PROS,camara
2241642-59,-1,B,Minoria,camara
2241642-59,-1,P,PT,camara
2241642-59,-1,P,PSB,camara
2241642-59,1,P,MDB,camara
2241642-59,-1,P,PSOL,camara
2241642-59,1,P,PSC,camara
2241642-59,1,P,DEM,camara
2241642-59,1,P,PL,camara
2254253-67,-1,P,PTB,camara
2254253-67,-1,P,PSD,camara
2254253-67,1,P,REDE,camara
2254253-67,1,P,PSB,camara
2254253-67,-1,P,PL,camara
2254253-67,-1,P,MDB,camara
2254253-67,-1,NA,REPUBLICANOS,camara
2254253-67,-1,P,DEM,camara
2254253-67,1,P,PT,camara
2254253-67,1,P,PV,camara
2254253-67,-1,P,CIDADANIA,camara
2254253-67,-1,P,NOVO,camara
2254253-67,-1,NA,SOLIDARIEDADE,camara
2254253-67,1,P,PCdoB,camara
2254253-67,-1,P,PROS,camara
2254253-67,-1,P,PSL,camara
2254253-67,-1,P,PODE,camara
2254253-67,-1,NA,Governo,camara
2254253-67,-1,P,PSDB,camara
2254253-67,1,B,Minoria,camara
2254253-67,1,P,PDT,camara
2254253-67,1,P,PSOL,camara
2254253-67,-1,P,PP,camara
2254253-62,-1,P,PSOL,camara
2254253-62,-1,B,Minoria,camara
2254253-62,1,NA,Governo,camara
2254253-62,1,P,PL,camara
2254253-62,1,P,MDB,camara
2254253-62,1,P,NOVO,camara
2254253-62,1,P,PSD,camara
2254253-62,-1,P,PDT,camara
2254253-62,-1,P,PCdoB,camara
2254253-62,1,P,AVANTE,camara
2254253-62,-1,P,CIDADANIA,camara
2254253-62,1,P,PODE,camara
2254253-62,1,P,DEM,camara
2254253-62,1,NA,SOLIDARIEDADE,camara
2254253-62,-1,P,REDE,camara
2254253-62,1,P,PSL,camara
2254253-62,1,P,PROS,camara
2254253-62,-1,P,PSB,camara
2254253-62,1,P,PP,camara
2254253-62,-1,P,PT,camara
2254253-62,1,P,PSDB,camara
2254253-62,1,P,PTB,camara
2254253-62,1,NA,REPUBLICANOS,camara
2254253-62,-1,P,PV,camara
2254253-51,1,P,PV,camara
2254253-51,1,P,PSL,camara
2254253-51,1,P,PODE,camara
2254253-51,1,B,Minoria,camara
2254253-51,1,P,MDB,camara
2254253-51,1,P,PT,camara
2254253-51,1,NA,SOLIDARIEDADE,camara
2254253-51,2,P,PL,camara
2254253-51,2,P,AVANTE,camara
2254253-51,1,P,PSB,camara
2254253-51,1,NA,REPUBLICANOS,camara
2254253-51,2,P,PATRIOTA,camara
2254253-51,1,P,CIDADANIA,camara
2254253-51,1,P,PROS,camara
2254253-51,1,P,PDT,camara
2254253-51,1,P,NOVO,camara
2254253-51,2,P,PTB,camara
2254253-51,1,P,PCdoB,camara
2254253-51,1,P,DEM,camara
2254253-51,1,P,REDE,camara
2254253-51,1,NA,Governo,camara
2254253-51,2,P,PP,camara
2254253-51,1,P,PSDB,camara
2254253-51,1,P,PSD,camara
2241660-99,-1,P,PSOL,camara
2241660-99,1,P,CIDADANIA,camara
2241660-99,-1,B,Minoria,camara
2241660-99,1,P,MDB,camara
2241660-99,-1,P,PSDB,camara
2241660-99,1,B,Maioria,camara
2241660-99,1,P,PROS,camara
2241660-99,1,P,PTB,camara
2241660-99,1,P,PODE,camara
2241660-99,-1,P,PDT,camara
2241660-99,-1,P,PT,camara
2241660-99,1,NA,SOLIDARIEDADE,camara
2241660-99,1,P,PSD,camara
2241660-99,1,P,PP,camara
2241660-99,1,NA,Governo,camara
2241660-99,-1,P,REDE,camara
2241660-99,-1,P,PSB,camara
2241660-99,1,NA,REPUBLICANOS,camara
2241660-99,1,P,PL,camara
2241660-99,1,P,PV,camara
2241660-99,1,P,DEM,camara
2241660-99,1,P,PSL,camara
2241660-99,1,P,AVANTE,camara
2241660-99,1,P,NOVO,camara
2241660-90,1,P,PTB,camara
2241660-90,-1,P,NOVO,camara
2241660-90,-1,B,Minoria,camara
2241660-90,1,P,PSL,camara
2241660-90,1,P,PL,camara
2241660-90,-1,P,PDT,camara
2241660-90,1,NA,REPUBLICANOS,camara
2241660-90,1,P,DEM,camara
2241660-90,-1,P,PSDB,camara
2241660-90,-1,P,PSOL,camara
2241660-90,-1,P,PT,camara
2241660-90,1,NA,Governo,camara
2241660-90,1,NA,SOLIDARIEDADE,camara
2241660-90,1,P,PROS,camara
2241660-90,1,P,PP,camara
2241660-90,1,P,AVANTE,camara
2241660-90,-1,P,PCdoB,camara
2241660-90,1,P,PSD,camara
2241660-90,-1,P,PV,camara
2241660-90,-1,P,PSB,camara
2241660-90,-1,P,REDE,camara
2241660-90,1,P,PODE,camara
2241660-90,1,P,CIDADANIA,camara
2241660-85,1,P,NOVO,camara
2241660-85,1,P,PV,camara
2241660-85,1,P,PL,camara
2241660-85,-1,P,PT,camara
2241660-85,1,P,CIDADANIA,camara
2241660-85,1,NA,Governo,camara
2241660-85,1,P,DEM,camara
2241660-85,-1,P,PSB,camara
2241660-85,1,P,MDB,camara
2241660-85,1,P,PDT,camara
2241660-85,1,P,PSD,camara
2241660-85,-1,P,PCdoB,camara
2241660-85,1,P,PP,camara
2241660-85,1,P,PODE,camara
2241660-85,-1,P,PSOL,camara
2241660-85,1,P,AVANTE,camara
2241660-85,1,P,PSDB,camara
2241660-85,1,NA,REPUBLICANOS,camara
2241660-85,1,NA,SOLIDARIEDADE,camara
2241660-85,1,P,REDE,camara
2241660-85,1,P,PSL,camara
2241660-85,1,P,PTB,camara
2241660-85,5,B,Minoria,camara
2241660-77,1,P,PDT,camara
2241660-77,-1,P,CIDADANIA,camara
2241660-77,1,P,PCdoB,camara
2241660-77,-1,P,PSL,camara
