id_votacao,orientacao,tipo_lideranca,partido_bloco,casa
2270100-53,1,P,Novo,camara
2270100-53,1,B,GOV.,camara
2270100-53,1,P,Solidaried,camara
2270100-51,1,P,Solidaried,camara
2270100-51,1,P,PTB,camara
2270100-51,-1,P,Rede,camara
2270100-51,1,P,PSD,camara
2270100-51,-1,P,PT,camara
2270100-51,1,P,Republican,camara
2270100-51,1,P,PSDB,camara
2270100-51,1,P,PL,camara
2270100-51,-1,P,PSOL,camara
2270100-51,1,P,PP,camara
2270100-51,1,P,Avante,camara
2270100-51,5,B,Oposição,camara
2270100-51,1,P,PROS,camara
2270100-51,1,P,DEM,camara
2270100-51,-1,P,PCdoB,camara
2270100-51,1,P,Novo,camara
2270100-51,1,P,PSC,camara
2270100-51,1,P,Patriota,camara
2270100-51,1,P,MDB,camara
2270100-51,1,B,GOV.,camara
2270100-51,1,P,PSL,camara
2270100-51,1,P,Podemos,camara
2270100-51,1,P,PDT,camara
2270100-51,1,P,PSB,camara
2270100-51,1,B,Maioria,camara
2270100-51,5,B,Minoria,camara
2270100-37,-1,P,MDB,camara
2270100-37,2,P,PT,camara
2270100-37,-1,P,PSC,camara
2270100-37,-1,P,Republican,camara
2270100-37,-1,P,PSL,camara
2270100-37,-1,P,PL,camara
2270100-37,2,P,PSOL,camara
2270100-37,2,P,Rede,camara
2270100-37,-1,B,GOV.,camara
2270100-37,-1,P,PROS,camara
2270100-37,2,P,Solidaried,camara
2270100-37,2,P,PDT,camara
2270100-37,-1,P,Avante,camara
2270100-37,-1,P,Patriota,camara
2270100-37,2,P,PV,camara
2270100-37,-1,P,PSD,camara
2270100-37,-1,P,Podemos,camara
2270100-37,-1,P,PTB,camara
2270100-37,2,P,Cidadania,camara
2270100-37,2,P,PSDB,camara
2270100-37,2,P,PCdoB,camara
2270100-37,-1,B,Maioria,camara
2270100-37,2,P,PSB,camara
2270100-37,-1,P,DEM,camara
2270100-37,2,B,Minoria,camara
2270100-37,2,P,Novo,camara
2270100-37,-1,P,PP,camara
2270100-31,-1,P,MDB,camara
2270100-31,-1,P,PL,camara
2270100-31,2,P,Solidaried,camara
2270100-31,-1,P,Podemos,camara
2270100-31,-1,P,PROS,camara
2270100-31,-1,P,Avante,camara
2270100-31,-1,P,PP,camara
2270100-31,-1,P,PSDB,camara
2270100-31,-1,P,PSC,camara
2270100-31,2,P,PDT,camara
2270100-31,-1,P,PSL,camara
2270100-31,-1,B,GOV.,camara
2270100-31,2,P,PT,camara
2270100-31,2,P,Rede,camara
2270100-31,-1,P,PTB,camara
2270100-31,2,P,PSB,camara
2270100-31,-1,P,PSD,camara
2270100-31,2,P,PCdoB,camara
2270100-31,-1,P,Patriota,camara
2270100-31,2,P,PV,camara
2270100-31,2,P,Novo,camara
2270100-31,2,P,PSOL,camara
2270100-31,-1,P,DEM,camara
2270100-31,-1,P,Republican,camara
2270100-31,-1,B,Maioria,camara
2270100-31,2,P,Cidadania,camara
2268416-43,-1,P,PSB,camara
2268416-43,1,P,Avante,camara
2268416-43,1,P,PSL,camara
2268416-43,-1,P,Rede,camara
2268416-43,1,P,Novo,camara
2268416-43,1,P,MDB,camara
2268416-43,1,P,PTB,camara
2268416-43,-1,P,PDT,camara
2268416-43,1,P,PSC,camara
2268416-43,1,P,Patriota,camara
2268416-43,1,P,Republican,camara
2268416-43,1,P,Podemos,camara
2268416-43,1,B,Maioria,camara
2268416-43,-1,P,PT,camara
2268416-43,1,P,Solidaried,camara
2268416-43,1,P,DEM,camara
2268416-43,1,P,Cidadania,camara
2268416-43,1,P,PSDB,camara
2268416-43,1,P,PP,camara
2268416-43,1,B,GOV.,camara
2268416-43,1,P,PROS,camara
2268416-43,1,P,PL,camara
2268416-43,1,P,PSD,camara
2268416-39,-1,P,PSD,camara
2268416-39,-1,P,Patriota,camara
2268416-39,-1,P,DEM,camara
2268416-39,-1,P,PSDB,camara
2268416-39,-1,P,PTB,camara
2268416-39,-1,P,Podemos,camara
2268416-39,-1,P,Cidadania,camara
2268416-39,1,B,Oposição,camara
2268416-39,-1,B,Maioria,camara
2268416-39,-1,P,MDB,camara
2268416-39,1,P,Rede,camara
2268416-39,-1,P,PROS,camara
2268416-39,-1,P,PL,camara
2268416-39,1,P,PSOL,camara
2268416-39,-1,B,GOV.,camara
2268416-39,1,P,PDT,camara
2268416-39,-1,P,Novo,camara
2268416-39,1,P,PV,camara
2268416-39,-1,P,Solidaried,camara
2268416-39,1,B,Minoria,camara
2268416-39,-1,P,PSC,camara
2268416-39,-1,P,PP,camara
2268416-39,1,P,PT,camara
2268416-39,-1,P,Avante,camara
2268416-39,-1,P,PSL,camara
2268416-39,1,P,PCdoB,camara
2268416-39,-1,P,Republican,camara
2268414-55,-1,B,Maioria,camara
2268414-55,-1,B,GOV.,camara
2268414-55,-1,P,PP,camara
2268414-55,-1,P,PSL,camara
2268414-55,1,P,PSOL,camara
2268414-55,-1,P,Cidadania,camara
2268414-55,-1,P,Republican,camara
2268414-55,-1,P,DEM,camara
2268414-55,-1,P,Podemos,camara
2268414-55,1,B,Minoria,camara
2268414-55,-1,P,Patriota,camara
2268414-55,-1,P,Avante,camara
2268414-55,-1,P,Novo,camara
2268414-55,-1,P,PL,camara
2268414-55,-1,P,MDB,camara
2268414-55,1,P,PDT,camara
2268414-55,1,P,PT,camara
2268414-55,-1,P,PSDB,camara
2268414-55,-1,P,PROS,camara
2268414-55,1,P,Rede,camara
2268414-55,-1,P,PTB,camara
2268414-55,-1,P,PSC,camara
2268414-55,-1,P,PSD,camara
2268414-55,-1,P,Solidaried,camara
2268414-55,-1,P,PV,camara
2268414-55,1,P,PCdoB,camara
2268414-55,1,P,PSB,camara
2268414-39,1,P,PP,camara
2268414-39,1,P,Cidadania,camara
2268414-39,1,P,Patriota,camara
2268414-39,-1,P,PT,camara
2268414-39,-1,P,PSOL,camara
2268414-39,1,P,PSL,camara
2268414-39,1,P,PROS,camara
2268414-39,-1,P,Rede,camara
2268414-39,1,P,Avante,camara
2268414-39,1,P,Podemos,camara
2268414-39,-1,P,PDT,camara
2268414-39,1,P,PL,camara
2268414-39,1,B,Maioria,camara
2268414-39,1,P,PSD,camara
2268414-39,1,B,GOV.,camara
2268414-39,-1,B,Minoria,camara
2268414-39,1,P,PTB,camara
2268414-39,1,P,DEM,camara
2268414-39,1,P,Republican,camara
2268414-39,-1,B,Oposição,camara
2268414-39,-1,P,PSB,camara
2268414-39,1,P,PSDB,camara
2268414-39,1,P,PSC,camara
2268414-39,1,P,MDB,camara
2268414-39,-1,P,PCdoB,camara
2268414-39,1,P,Solidaried,camara
2270117-9,1,P,MDB,camara
2270117-9,1,P,PSD,camara
2270117-9,-1,P,Cidadania,camara
2270117-9,-1,P,PCdoB,camara
2270117-9,-1,P,PSB,camara
2270117-9,-1,P,Novo,camara
2270117-9,1,B,Maioria,camara
2270117-9,-1,P,PSL,camara
2270117-9,1,P,Republican,camara
2270117-9,-1,P,PT,camara
2270117-9,-1,P,PSOL,camara
2270117-9,1,P,PROS,camara
2270117-9,5,B,Minoria,camara
2270117-9,1,P,PTB,camara
2270117-9,1,P,PL,camara
2270117-9,5,B,Oposição,camara
2270117-9,1,P,Avante,camara
2270117-9,1,P,PSC,camara
2270117-9,-1,P,PSDB,camara
2270117-9,1,P,PDT,camara
2270117-9,1,P,DEM,camara
2270117-9,1,P,PP,camara
2270117-9,1,P,Patriota,camara
2270117-9,1,P,Solidaried,camara
2270117-9,-1,P,Rede,camara
2270117-9,1,B,GOV.,camara
2270117-9,1,P,Podemos,camara
2268619-48,-1,P,Podemos,camara
2268619-48,1,B,Minoria,camara
2268619-48,-1,P,DEM,camara
2268619-48,-1,P,Solidaried,camara
2268619-48,-1,B,GOV.,camara
2268619-48,1,P,PSB,camara
2268619-48,-1,P,PL,camara
2268619-48,-1,P,PV,camara
2268619-48,1,P,Cidadania,camara
2268619-48,-1,P,PP,camara
2268619-48,-1,P,PSL,camara
2268619-48,-1,P,PTB,camara
2268619-48,-1,P,PSDB,camara
2268619-48,-1,P,PSD,camara
2268619-48,1,B,Oposição,camara
2268619-48,-1,P,MDB,camara
2268619-48,1,P,PSOL,camara
2268619-48,-1,P,PROS,camara
2268619-48,-1,P,Avante,camara
2268619-48,1,P,PCdoB,camara
2268619-48,-1,P,PSC,camara
2268619-48,1,P,PDT,camara
2268619-48,-1,B,Maioria,camara
2268619-48,-1,P,Patriota,camara
2268619-48,-1,P,Novo,camara
2268619-48,1,P,Rede,camara
2268619-48,-1,P,Republican,camara
2268619-48,1,P,PT,camara
2269911-64,-1,P,Avante,camara
2269911-64,-1,P,DEM,camara
2269911-64,-1,P,PSD,camara
2269911-64,-1,P,PL,camara
2269911-64,1,P,PSOL,camara
2269911-64,1,B,Minoria,camara
2269911-64,-1,P,MDB,camara
2269911-64,-1,P,PP,camara
2269911-64,-1,B,GOV.,camara
2269911-64,-1,P,Solidaried,camara
2269911-64,1,P,PCdoB,camara
2269911-64,1,P,PT,camara
2269911-64,-1,P,PSC,camara
2269911-64,1,P,Rede,camara
2269911-64,-1,P,Podemos,camara
2269911-64,1,P,PSB,camara
2269911-64,-1,P,Patriota,camara
2269911-64,-1,P,Cidadania,camara
2269911-64,-1,B,Maioria,camara
2269911-64,-1,P,PROS,camara
2269911-64,-1,P,PSL,camara
2269911-64,-1,P,Novo,camara
2269911-64,1,P,PDT,camara
2269911-64,-1,P,Republican,camara
2269911-64,-1,P,PSDB,camara
2269911-64,-1,P,PTB,camara
2269911-61,-1,P,Novo,camara
2269911-61,1,P,PCdoB,camara
2269911-61,1,P,PSB,camara
2269911-61,-1,P,Patriota,camara
2269911-61,-1,P,Republican,camara
2269911-61,-1,P,DEM,camara
2269911-61,1,P,PSDB,camara
2269911-61,1,B,Minoria,camara
2269911-61,-1,B,GOV.,camara
2269911-61,-1,P,Avante,camara
2269911-61,1,P,Solidaried,camara
2269911-61,-1,P,PTB,camara
2269911-61,-1,P,PSC,camara
2269911-61,-1,P,PSD,camara
2269911-61,1,P,PDT,camara
2269911-61,-1,B,Maioria,camara
2269911-61,1,P,PT,camara
2269911-61,1,B,Oposição,camara
2269911-61,-1,P,MDB,camara
2269911-61,-1,P,PL,camara
2269911-61,1,P,PSOL,camara
2269911-61,-1,P,PSL,camara
2269911-61,-1,P,PP,camara
2269911-61,-1,P,Cidadania,camara
2269911-61,-1,P,Podemos,camara
2269911-61,-1,P,PROS,camara
2269911-61,1,P,Rede,camara
2269911-59,1,P,DEM,camara
2269911-59,1,P,Avante,camara
2269911-59,1,P,Republican,camara
2269911-59,1,B,Maioria,camara
2269911-59,1,P,Novo,camara
2269911-59,1,P,PP,camara
2269911-59,-1,P,Rede,camara
2269911-59,1,P,Podemos,camara
2269911-59,1,P,PTB,camara
2269911-59,1,P,PSD,camara
2269911-59,-1,P,PSB,camara
2269911-59,1,P,Cidadania,camara
2269911-59,-1,P,PCdoB,camara
2269911-59,1,P,Solidaried,camara
2269911-59,1,P,PSL,camara
2269911-59,-1,B,Minoria,camara
2269911-59,1,B,GOV.,camara
2269911-59,-1,P,PDT,camara
2269911-59,1,P,PV,camara
2269911-59,1,P,PROS,camara
2269911-59,-1,P,PT,camara
2269911-59,-1,P,PSOL,camara
2269911-59,1,P,MDB,camara
2269911-59,1,P,PSDB,camara
2269911-59,1,P,PSC,camara
2269911-59,1,P,PL,camara
2269911-59,1,P,Patriota,camara
2269911-54,-1,P,PSD,camara
2269911-54,-1,P,PTB,camara
2269911-54,-1,P,PSDB,camara
2269911-54,-1,P,Republican,camara
2269911-54,1,P,Cidadania,camara
2269911-54,1,B,Minoria,camara
2269911-54,-1,P,MDB,camara
2269911-54,-1,P,PSC,camara
2269911-54,-1,P,PL,camara
2269911-54,-1,B,Maioria,camara
2269911-54,-1,P,Solidaried,camara
2269911-54,-1,P,PSL,camara
2269911-54,1,P,PSB,camara
2269911-54,-1,P,Patriota,camara
2269911-54,-1,P,PV,camara
2269911-54,1,P,PSOL,camara
2269911-54,1,B,Oposição,camara
2269911-54,-1,P,PROS,camara
2269911-54,-1,P,Novo,camara
2269911-54,-1,P,DEM,camara
2269911-54,1,P,PCdoB,camara
2269911-54,-1,B,GOV.,camara
2269911-54,1,P,PDT,camara
2269911-54,-1,P,PP,camara
2269911-54,1,P,PT,camara
2269911-54,-1,P,Podemos,camara
2269911-54,1,P,Rede,camara
2269911-54,-1,P,Avante,camara
2269911-51,-1,P,Novo,camara
2269911-51,-1,P,Avante,camara
2269911-51,-1,P,Patriota,camara
2269911-51,-1,P,PTB,camara
2269911-51,-1,P,Republican,camara
2269911-51,-1,P,PSC,camara
2269911-51,-1,P,Solidaried,camara
2269911-51,-1,B,Maioria,camara
2269911-51,1,P,PSB,camara
2269911-51,-1,B,GOV.,camara
2269911-51,1,P,PT,camara
2269911-51,-1,P,PSL,camara
2269911-51,-1,P,PSDB,camara
2269911-51,1,P,PSOL,camara
2269911-51,-1,P,MDB,camara
2269911-51,-1,P,Cidadania,camara
2269911-51,-1,P,PSD,camara
2269911-51,1,P,PV,camara
2269911-51,-1,P,PL,camara
2269911-51,1,B,Oposição,camara
2269911-51,1,P,PDT,camara
2269911-51,-1,P,PROS,camara
2269911-51,-1,P,DEM,camara
2269911-51,-1,P,PP,camara
2269911-51,1,P,Rede,camara
2269911-51,1,P,PCdoB,camara
2269911-51,1,B,Minoria,camara
2269911-51,-1,P,Podemos,camara
2269911-46,1,B,Oposição,camara
2269911-46,1,P,Podemos,camara
2269911-46,1,P,DEM,camara
2269911-46,1,P,Avante,camara
2269911-46,1,P,Rede,camara
2269911-46,1,P,PSL,camara
2269911-46,1,P,Solidaried,camara
2269911-46,1,B,Minoria,camara
2269911-46,1,P,Republican,camara
2269911-46,1,P,PSOL,camara
2269911-46,1,P,PTB,camara
2269911-46,1,P,PSD,camara
2269911-46,1,P,PL,camara
2269911-46,1,P,PP,camara
2269911-46,1,B,Maioria,camara
2269911-46,1,P,Patriota,camara
2269911-46,1,P,PT,camara
2269911-46,1,P,PROS,camara
2269911-46,1,P,PSB,camara
2269911-46,1,P,PCdoB,camara
2269911-46,1,B,GOV.,camara
2269911-46,1,P,PSDB,camara
2269911-46,1,P,Novo,camara
2269911-46,1,P,PSC,camara
2269911-46,1,P,MDB,camara
2269911-46,1,P,PDT,camara
2269911-44,1,P,PP,camara
2269911-44,1,B,Minoria,camara
2269911-44,1,P,PSOL,camara
2269911-44,1,B,Maioria,camara
2269911-44,1,P,Rede,camara
2269911-44,1,P,Novo,camara
2269911-44,-1,P,PT,camara
2269911-44,1,P,Avante,camara
2269911-44,1,P,Cidadania,camara
2269911-44,1,P,PTB,camara
2269911-44,1,P,PCdoB,camara
2269911-44,1,P,Patriota,camara
2269911-44,1,P,PSL,camara
2269911-44,1,P,MDB,camara
2269911-44,1,P,PDT,camara
2269911-44,1,P,PV,camara
2269911-44,1,P,PL,camara
2269911-44,1,P,PSB,camara
2269911-44,1,P,Podemos,camara
2269911-44,1,P,Solidaried,camara
2269911-44,1,P,PSC,camara
2269911-44,1,B,GOV.,camara
2269911-44,1,P,PSD,camara
2269911-44,1,B,Oposição,camara
2269911-44,1,P,PSDB,camara
2269911-44,1,P,Republican,camara
2269911-44,1,P,DEM,camara
2269911-44,1,P,PROS,camara
2269911-43,1,P,Avante,camara
2269911-43,1,P,PROS,camara
2269911-43,1,P,PSL,camara
2269911-43,1,P,PP,camara
2269911-43,1,P,PTB,camara
2269911-43,1,P,Cidadania,camara
2269911-43,1,P,PSC,camara
2269911-43,1,P,Republican,camara
2269911-43,1,P,PSDB,camara
2269911-43,1,P,DEM,camara
2269911-43,1,B,Oposição,camara
2269911-43,1,P,PL,camara
2269911-43,1,P,PSD,camara
2269911-43,1,P,PV,camara
2269911-43,1,P,PSOL,camara
2269911-43,1,B,Minoria,camara
2269911-43,1,P,PDT,camara
2269911-43,1,P,PCdoB,camara
2269911-43,1,P,MDB,camara
2269911-43,1,P,Podemos,camara
2269911-43,1,P,PSB,camara
2269911-43,1,B,GOV.,camara
2269911-43,1,B,Maioria,camara
2269911-43,1,P,Novo,camara
2269911-43,1,P,Rede,camara
2269911-43,1,P,Solidaried,camara
2269911-43,1,P,PT,camara
2269911-43,1,P,Patriota,camara
2271124-76,-1,P,PP,camara
2271124-76,-1,P,Novo,camara
2271124-76,-1,P,PSD,camara
2271124-76,-1,P,Solidaried,camara
2271124-76,-1,P,PT,camara
2271124-76,-1,P,PCdoB,camara
2271124-76,-1,P,PSL,camara
2271124-76,-1,P,PL,camara
2271124-76,-1,P,Patriota,camara
2271124-76,-1,B,Maioria,camara
2271124-76,-1,P,Cidadania,camara
2271124-76,-1,P,PSC,camara
2271124-76,-1,P,Podemos,camara
2271124-76,-1,P,PTB,camara
2271124-76,-1,P,PSDB,camara
2271124-76,-1,P,MDB,camara
2271124-76,-1,B,Minoria,camara
2271124-76,-1,P,PSB,camara
2271124-76,-1,B,GOV.,camara
2271124-76,-1,P,PROS,camara
2271124-76,-1,P,Rede,camara
2271124-76,-1,P,PSOL,camara
2271124-76,-1,P,Avante,camara
2271124-76,-1,P,DEM,camara
2271124-76,-1,B,Oposição,camara
2271124-76,-1,P,PDT,camara
2271124-76,-1,P,Republican,camara
2271124-73,-1,P,Rede,camara
2271124-73,-1,B,Minoria,camara
2271124-73,1,B,GOV.,camara
2271124-73,1,P,PSDB,camara
2271124-73,1,P,DEM,camara
2271124-73,-1,P,PDT,camara
2271124-73,1,P,Podemos,camara
2271124-73,1,P,MDB,camara
2271124-73,1,B,Maioria,camara
2271124-73,1,P,PL,camara
2271124-73,1,P,PP,camara
2271124-73,1,P,PROS,camara
2271124-73,1,P,Solidaried,camara
2271124-73,1,P,PTB,camara
2271124-73,-1,P,PSOL,camara
2271124-73,1,P,Avante,camara
2271124-73,-1,B,Oposição,camara
2271124-73,1,P,PSL,camara
2271124-73,1,P,Patriota,camara
2271124-73,-1,P,Novo,camara
2271124-73,1,P,PSC,camara
2271124-73,1,P,Republican,camara
2271124-73,1,P,PSD,camara
2271124-73,-1,P,PSB,camara
2271124-73,-1,P,PT,camara
2271124-73,-1,P,Cidadania,camara
2271124-73,-1,P,PCdoB,camara
2271124-70,-1,P,PROS,camara
2271124-70,-1,P,PL,camara
2271124-70,1,P,Rede,camara
2271124-70,-1,B,GOV.,camara
2271124-70,1,P,PSB,camara
2271124-70,-1,P,PSL,camara
2271124-70,-1,P,Patriota,camara
2271124-70,-1,P,PTB,camara
2271124-70,-1,P,DEM,camara
2271124-70,1,P,PSDB,camara
2271124-70,1,P,PT,camara
2271124-70,-1,P,Podemos,camara
2271124-70,-1,P,MDB,camara
2271124-70,-1,P,PP,camara
2271124-70,1,P,PSOL,camara
2271124-70,1,P,PDT,camara
2271124-70,-1,P,PSC,camara
2271124-70,1,P,Solidaried,camara
2271124-70,-1,P,Avante,camara
2271124-70,-1,B,Maioria,camara
2271124-70,-1,P,Cidadania,camara
2271124-70,1,B,Oposição,camara
2271124-70,1,B,Minoria,camara
2271124-70,-1,P,Republican,camara
2271124-70,1,P,PCdoB,camara
2271124-70,-1,P,Novo,camara
2271124-70,-1,P,PSD,camara
2271124-59,1,P,PSOL,camara
2271124-59,1,P,PDT,camara
2271124-59,1,P,PT,camara
2271124-59,1,P,Republican,camara
2271124-59,1,P,PSDB,camara
2271124-59,1,P,Podemos,camara
2271124-59,1,P,PL,camara
2271124-59,1,B,Oposição,camara
2271124-59,1,P,Cidadania,camara
2271124-59,1,P,Avante,camara
2271124-59,1,P,Solidaried,camara
2271124-59,1,B,Maioria,camara
2271124-59,1,P,PCdoB,camara
2271124-59,1,P,Patriota,camara
2271124-59,1,P,PSC,camara
2271124-59,1,P,Rede,camara
2271124-59,-1,P,Novo,camara
2271124-59,1,P,PROS,camara
2271124-59,1,P,PSB,camara
2271124-59,1,P,PV,camara
2271124-59,1,P,PSL,camara
2271124-59,1,P,PTB,camara
2271124-59,1,P,DEM,camara
2271124-59,1,P,MDB,camara
2271124-59,1,P,PP,camara
2271124-59,1,P,PSD,camara
2271124-50,-1,P,PSOL,camara
2271124-50,1,P,PROS,camara
2271124-50,1,P,PSL,camara
2271124-50,1,P,Cidadania,camara
2271124-50,1,P,Patriota,camara
2271124-50,1,P,DEM,camara
2271124-50,1,P,PP,camara
2271124-50,1,P,PTB,camara
2271124-50,2,P,Novo,camara
2271124-50,-1,B,Minoria,camara
2271124-50,-1,P,PSDB,camara
2271124-50,1,B,Maioria,camara
2271124-50,-1,P,PV,camara
2271124-50,-1,P,PDT,camara
2271124-50,1,P,PL,camara
2271124-50,1,P,Solidaried,camara
2271124-50,1,P,PSC,camara
2271124-50,1,P,Republican,camara
2271124-50,1,P,Avante,camara
2271124-50,2,P,Rede,camara
2271124-50,-1,P,PT,camara
2271124-50,-1,P,PSB,camara
2271124-50,1,B,GOV.,camara
2271124-50,1,P,Podemos,camara
2271124-50,1,P,MDB,camara
2271124-50,1,P,PSD,camara
2271124-50,-1,P,PCdoB,camara
2271124-46,-1,P,PSDB,camara
2271124-46,1,P,PSL,camara
2271124-46,1,P,DEM,camara
2271124-46,1,P,PROS,camara
2271124-46,-1,P,Cidadania,camara
2271124-46,1,P,PSC,camara
2271124-46,-1,P,PSOL,camara
2271124-46,1,P,PSD,camara
2271124-46,1,P,Avante,camara
2271124-46,1,P,Podemos,camara
2271124-46,-1,P,PT,camara
2271124-46,1,P,Patriota,camara
2271124-46,-1,P,PSB,camara
2271124-46,-1,P,PCdoB,camara
2271124-46,-1,P,Rede,camara
2271124-46,1,P,PP,camara
2271124-46,1,P,MDB,camara
2271124-46,1,P,Solidaried,camara
2271124-46,1,B,Maioria,camara
2271124-46,1,P,PL,camara
2271124-46,-1,B,Minoria,camara
2271124-46,1,P,Republican,camara
2271124-46,1,P,PV,camara
2271124-46,1,P,PTB,camara
2271124-46,-1,P,PDT,camara
2271124-46,1,P,Novo,camara
2271124-46,1,B,GOV.,camara
2271124-43,-1,P,PSC,camara
2271124-43,-1,P,Solidaried,camara
2271124-43,-1,P,Podemos,camara
2271124-43,-1,B,Maioria,camara
2271124-43,-1,P,PL,camara
2271124-43,-1,P,DEM,camara
2271124-43,-1,P,PSDB,camara
2271124-43,1,P,PSB,camara
2271124-43,-1,P,PDT,camara
2271124-43,1,P,PT,camara
2271124-43,-1,P,PTB,camara
2271124-43,-1,P,PSD,camara
2271124-43,-1,P,Patriota,camara
2271124-43,-1,P,Avante,camara
2271124-43,-1,P,MDB,camara
2271124-43,-1,P,PSL,camara
2271124-43,1,P,PCdoB,camara
2271124-43,-1,P,PROS,camara
2271124-43,1,P,Novo,camara
2271124-43,-1,B,GOV.,camara
2271124-43,-1,P,PP,camara
2271124-43,-1,P,Republican,camara
2271124-34,-1,P,PSD,camara
2271124-34,-1,P,PROS,camara
2271124-34,-1,P,PL,camara
2271124-34,1,P,PSB,camara
2271124-34,-1,P,MDB,camara
2271124-34,-1,P,PCdoB,camara
2271124-34,-1,P,PSL,camara
2271124-34,-1,P,Podemos,camara
2271124-34,-1,B,GOV.,camara
2271124-34,-1,B,Maioria,camara
2271124-34,1,P,PV,camara
2271124-34,-1,P,PTB,camara
2271124-34,-1,P,Avante,camara
2271124-34,-1,P,Patriota,camara
2271124-34,-1,P,Solidaried,camara
2271124-34,-1,P,Republican,camara
2271124-34,1,P,Rede,camara
2271124-34,-1,P,DEM,camara
2271124-34,-1,P,PSDB,camara
2271124-34,1,P,PT,camara
2271124-34,-1,P,PSC,camara
2271124-34,-1,P,PDT,camara
2271124-34,1,P,PSOL,camara
2271124-34,-1,P,Cidadania,camara
2271124-34,-1,P,PP,camara
2271124-34,1,P,Novo,camara
2271124-27,-1,P,Avante,camara
2271124-27,-1,P,PP,camara
2271124-27,-1,P,PDT,camara
2271124-27,-1,P,PSL,camara
2271124-27,-1,P,PTB,camara
2271124-27,-1,P,Podemos,camara
2271124-27,-1,P,Republican,camara
2271124-27,-1,P,PSD,camara
2271124-27,1,P,PT,camara
2271124-27,-1,P,PL,camara
2271124-27,1,P,Rede,camara
2271124-27,1,P,Novo,camara
2271124-27,-1,B,Maioria,camara
2271124-27,-1,P,MDB,camara
2271124-27,-1,P,Patriota,camara
2271124-27,1,P,PSOL,camara
2271124-27,1,P,Cidadania,camara
2271124-27,1,P,PSDB,camara
2271124-27,-1,P,DEM,camara
2271124-27,1,P,PSB,camara
2271124-27,-1,P,PROS,camara
2271124-27,5,B,Minoria,camara
2271124-27,-1,P,PSC,camara
2271124-27,-1,P,PCdoB,camara
2271124-27,-1,P,Solidaried,camara
2271124-27,-1,B,GOV.,camara
2270902-50,-1,P,PSC,camara
2270902-50,-1,P,Republican,camara
2270902-50,0,P,PV,camara
2270902-50,-1,P,PSL,camara
2270902-50,1,P,PSOL,camara
2270902-50,-1,P,PL,camara
2270902-50,-1,P,Solidaried,camara
2270902-50,-1,P,Cidadania,camara
2270902-50,-1,P,Novo,camara
2270902-50,-1,P,PSD,camara
2270902-50,-1,P,MDB,camara
2270902-50,-1,B,GOV.,camara
2270902-50,-1,P,PDT,camara
2270902-50,-1,P,PTB,camara
2270902-50,5,B,Minoria,camara
2270902-50,1,P,PT,camara
2270902-50,0,P,PCdoB,camara
2270902-50,-1,P,PP,camara
2270902-50,-1,P,PROS,camara
2270902-50,1,P,PSB,camara
2270902-50,-1,P,PSDB,camara
2270902-50,-1,P,DEM,camara
2270902-50,-1,B,Maioria,camara
2270902-50,-1,P,Avante,camara
2270902-50,-1,P,Patriota,camara
2270902-50,0,B,Oposição,camara
2270902-50,-1,P,Podemos,camara
2270902-50,1,P,Rede,camara
2270902-44,-1,P,Patriota,camara
2270902-44,-1,P,Novo,camara
2270902-44,1,P,PT,camara
2270902-44,-1,P,Podemos,camara
2270902-44,-1,P,PSC,camara
2270902-44,-1,P,Republican,camara
2270902-44,-1,P,PP,camara
2270902-44,-1,P,PSL,camara
2270902-44,-1,P,PL,camara
2270902-44,-1,P,MDB,camara
2270902-44,0,B,Oposição,camara
2270902-44,-1,P,Avante,camara
2270902-44,-1,P,Solidaried,camara
2270902-44,1,P,PDT,camara
2270902-44,-1,P,PROS,camara
2270902-44,-1,B,Maioria,camara
2270902-44,-1,P,PSD,camara
2270902-44,0,P,PV,camara
2270902-44,-1,P,Cidadania,camara
2270902-44,1,P,Rede,camara
2270902-44,-1,P,PTB,camara
2270902-44,1,B,Minoria,camara
2270902-44,-1,B,GOV.,camara
2270902-44,0,P,PCdoB,camara
2270902-44,1,P,PSB,camara
2270902-44,-1,P,PSDB,camara
2270902-44,-1,P,DEM,camara
2270902-44,1,P,PSOL,camara
2270902-33,-1,P,PSL,camara
2270902-33,-1,P,Cidadania,camara
2270902-33,1,P,Rede,camara
2270902-33,1,B,Minoria,camara
2270902-33,-1,P,MDB,camara
2270902-33,-1,P,PP,camara
2270902-33,-1,P,PSD,camara
2270902-33,1,P,PT,camara
2270902-33,-1,P,PSC,camara
2270902-33,-1,P,PL,camara
2270902-33,1,P,PSDB,camara
2270902-33,-1,P,PTB,camara
2270902-33,-1,P,Republican,camara
2270902-33,0,B,Oposição,camara
2270902-33,1,P,PSOL,camara
2270902-33,-1,B,Maioria,camara
2270902-33,-1,P,PV,camara
2270902-33,1,P,PDT,camara
2270902-33,0,P,PCdoB,camara
2270902-33,-1,P,Podemos,camara
2270902-33,-1,P,Patriota,camara
2270902-33,-1,P,Avante,camara
2270902-33,-1,P,DEM,camara
2270902-33,1,P,PSB,camara
2270902-33,-1,P,Novo,camara
2270902-33,-1,P,Solidaried,camara
2270902-33,-1,P,PROS,camara
2270902-33,-1,B,GOV.,camara
2270902-28,-1,P,Cidadania,camara
2270902-28,1,P,PDT,camara
2270902-28,-1,P,PTB,camara
2270902-28,-1,P,PL,camara
2270902-28,0,P,PCdoB,camara
